Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls p90,Ast p90,G+A p90,G-PK p90,G+A-PK p90,xG p90,xAG p90,xG+xAG p90,npxG p90,npxG+xAG p90
897,Seko Fofana,ci CIV,MF,Lens,fr Ligue 1,26,1995,38,38,3357,37.3,8,1,9,8,0,0,2,0,6.4,6.4,3.1,9.5,131,178,227,0.21,0.03,0.24,0.21,0.24,0.17,0.08,0.25,0.17,0.25
898,Wesley Fofana,fr FRA,DF,Leicester City,eng Premier League,20,2000,7,7,630,7,0,0,0,0,0,0,2,0,0.4,0.4,0,0.4,10,28,1,0,0,0,0,0,0.06,0,0.06,0.06,0.06
899,Youssouf Fofana,fr FRA,MF,Monaco,fr Ligue 1,22,1999,33,23,2190,24.3,0,4,4,0,0,0,4,0,1.1,1.1,2.6,3.7,44,146,47,0,0.16,0.16,0,0.16,0.05,0.11,0.15,0.05,0.15
900,Thomas Foket,be BEL,DFFW,Reims,fr Ligue 1,26,1994,29,26,2235,24.8,1,0,1,1,0,0,5,0,0.6,0.6,1.6,2.1,34,72,115,0.04,0,0.04,0.04,0.04,0.02,0.06,0.09,0.02,0.09
901,Thomas Fontaine,mg MAD,DF,Lorient,fr Ligue 1,30,1991,2,2,167,1.9,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
902,José Fontán,es ESP,DF,Celta Vigo,es La Liga,21,2000,9,3,276,3.1,0,0,0,0,0,0,3,0,0.2,0.2,0.1,0.3,3,7,4,0,0,0,0,0,0.06,0.03,0.08,0.06,0.08
903,José Fonte,pt POR,DF,Lille,fr Ligue 1,37,1983,38,38,3420,38,0,2,2,0,0,0,4,0,1.4,1.4,1.1,2.4,14,117,13,0,0.05,0.05,0,0.05,0.04,0.03,0.06,0.04,0.06
904,Fernando Forestieri,it ITA,FWMF,Udinese,it Serie A,31,1990,4,0,58,0.6,2,1,3,2,0,0,1,0,1.1,1.1,0,1.2,2,3,8,3.1,1.55,4.66,3.1,4.66,1.75,0.08,1.82,1.75,1.82
905,Pablo Fornals,es ESP,FWMF,West Ham,eng Premier League,25,1996,36,32,2795,31.1,6,3,9,6,0,0,4,0,4.6,4.6,6.3,10.9,49,191,200,0.19,0.1,0.29,0.19,0.29,0.15,0.2,0.35,0.15,0.35
906,Emil Forsberg,se SWE,MF,RB Leipzig,de Bundesliga,29,1991,31,20,1706,19,6,2,8,2,4,4,2,0,8,4.8,3.5,8.3,39,80,118,0.32,0.11,0.42,0.11,0.21,0.42,0.19,0.61,0.25,0.44
907,Adam Forshaw,eng ENG,MF,Leeds United,eng Premier League,29,1991,22,17,1530,17,0,1,1,0,0,0,5,0,0.5,0.5,1,1.5,19,80,26,0,0.06,0.06,0,0.06,0.03,0.06,0.09,0.03,0.09
908,Marcus Forss,fi FIN,FWMF,Brentford,eng Premier League,22,1999,7,1,209,2.3,0,1,1,0,0,0,0,0,0.3,0.3,0.2,0.6,2,6,12,0,0.43,0.43,0,0.43,0.14,0.1,0.24,0.14,0.24
909,Fraser Forster,eng ENG,GK,Southampton,eng Premier League,33,1988,19,19,1710,19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
910,Philipp Förster,de GER,MFFW,Stuttgart,de Bundesliga,26,1995,20,11,967,10.7,2,1,3,2,0,0,4,0,2.8,2.8,1.3,4,33,46,59,0.19,0.09,0.28,0.19,0.28,0.26,0.12,0.38,0.26,0.38
911,Francesco Forte,it ITA,FW,Venezia,it Serie A,28,1993,12,4,422,4.7,1,0,1,1,0,0,3,0,1,1,0.6,1.6,3,7,16,0.21,0,0.21,0.21,0.21,0.23,0.14,0.37,0.23,0.37
912,Steven Fortes,cv CPV,DF,Lens,fr Ligue 1,29,1992,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
913,Ben Foster,eng ENG,GK,Watford,eng Premier League,38,1983,26,26,2340,26,0,1,1,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0.04,0.04,0,0.04,0,0,0,0,0
914,Tariqe Fosu,gh GHA,DF,Brentford,eng Premier League,25,1995,1,0,17,0.2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,0,0,0,0,0,0.22,0,0.22,0.22,0.22
915,Timothy Fosu-Mensah,nl NED,DF,Leverkusen,de Bundesliga,23,1998,6,0,145,1.6,0,0,0,0,0,0,0,0,0,0,0.7,0.7,2,2,6,0,0,0,0,0,0,0.42,0.42,0,0.42
916,Dimitri Foulquier,fr FRA,DF,Granada,es La Liga,28,1993,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,2,4,5,0,0,0,0,0,0,0.02,0.02,0,0.02
917,Dimitri Foulquier,fr FRA,DF,Valencia,es La Liga,28,1993,29,25,2342,26,0,1,1,0,0,0,11,0,0.6,0.6,0.6,1.2,39,80,31,0,0.04,0.04,0,0.04,0.02,0.02,0.05,0.02,0.05
918,Juan Foyth,ar ARG,DF,Villarreal,es La Liga,23,1998,25,22,1924,21.4,1,1,2,1,0,0,6,1,0.7,0.7,1.1,1.8,48,91,35,0.05,0.05,0.09,0.05,0.09,0.03,0.05,0.08,0.03,0.08
919,Gianluca Frabotta,it ITA,DFMF,Hellas Verona,it Serie A,22,1999,2,0,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0
920,Raphael Framberger,de GER,DF,Augsburg,de Bundesliga,25,1995,23,9,848,9.4,0,0,0,0,0,0,3,0,0,0,0.6,0.6,20,36,32,0,0,0,0,0,0,0.06,0.06,0,0.06
921,Przemysław Frankowski,pl POL,DF,Lens,fr Ligue 1,26,1995,37,28,2448,27.2,6,5,11,6,0,0,5,0,2.4,2.4,3.7,6,53,89,223,0.22,0.18,0.4,0.22,0.4,0.09,0.13,0.22,0.09,0.22
922,Enric Franquesa,es ESP,DFFW,Levante,es La Liga,24,1997,16,6,625,6.9,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,17,15,36,0,0,0,0,0,0.02,0.02,0.04,0.02,0.04
923,Fransérgio,br BRA,MF,Bordeaux,fr Ligue 1,30,1990,26,14,1258,14,0,1,1,0,0,0,7,0,1.3,1.3,0.4,1.7,10,46,23,0,0.07,0.07,0,0.07,0.09,0.03,0.12,0.09,0.12
924,Ryan Fraser,sct SCO,FWMF,Newcastle Utd,eng Premier League,27,1994,27,18,1465,16.3,2,3,5,2,0,0,3,0,2.7,2.7,2.1,4.7,35,34,86,0.12,0.18,0.31,0.12,0.31,0.16,0.13,0.29,0.16,0.29
925,Davide Frattesi,it ITA,MF,Sassuolo,it Serie A,21,1999,36,35,2854,31.7,4,3,7,4,0,0,6,0,5.9,5.9,3.6,9.6,79,113,104,0.13,0.09,0.22,0.13,0.22,0.19,0.11,0.3,0.19,0.3
926,Fred,br BRA,MF,Manchester Utd,eng Premier League,28,1993,28,24,2028,22.5,4,4,8,4,0,0,5,0,1.3,1.3,2.2,3.5,17,138,41,0.18,0.18,0.36,0.18,0.36,0.06,0.1,0.16,0.06,0.16
927,Ryan Fredericks,eng ENG,DF,West Ham,eng Premier League,28,1992,7,3,307,3.4,0,0,0,0,0,0,1,0,0,0,0.1,0.1,4,6,14,0,0,0,0,0,0,0.04,0.04,0,0.04
928,Morten Frendrup,dk DEN,DFMF,Genoa,it Serie A,20,2001,10,6,695,7.7,0,0,0,0,0,0,1,0,0.5,0.5,0.4,0.9,13,25,9,0,0,0,0,0,0.06,0.05,0.11,0.06,0.11
929,Remo Freuler,ch SUI,MF,Atalanta,it Serie A,29,1992,29,28,2369,26.3,1,3,4,1,0,0,10,0,1.4,1.4,1.4,2.8,52,208,59,0.04,0.11,0.15,0.04,0.15,0.05,0.05,0.11,0.05,0.11
930,Marvin Friedrich,de GER,DF,M'Gladbach,de Bundesliga,25,1995,8,7,600,6.7,0,0,0,0,0,0,1,0,0.3,0.3,0,0.3,1,19,4,0,0,0,0,0,0.05,0,0.05,0.05,0.05
931,Marvin Friedrich,de GER,DF,Union Berlin,de Bundesliga,25,1995,13,13,1169,13,0,0,0,0,0,0,4,1,1.1,1.1,0.9,1.9,6,38,6,0,0,0,0,0,0.08,0.07,0.15,0.08,0.15
932,Jeremie Frimpong,nl NED,DF,Leverkusen,de Bundesliga,20,2000,25,25,2052,22.8,1,6,7,1,0,0,6,0,0.6,0.6,4.2,4.8,112,70,121,0.04,0.26,0.31,0.04,0.31,0.03,0.18,0.21,0.03,0.21
933,Christian Früchtl,de GER,GK,Bayern Munich,de Bundesliga,21,2000,1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
934,Jorge de Frutos,es ESP,MFFW,Levante,es La Liga,24,1997,25,20,1760,19.6,4,7,11,4,0,0,4,0,4.9,4.9,3.3,8.2,60,49,153,0.2,0.36,0.56,0.2,0.56,0.25,0.17,0.42,0.25,0.42
935,Leo Fuhr Hjelde,no NOR,MFDF,Leeds United,eng Premier League,17,2003,2,0,150,1.7,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,0,0,0,0,0,0,0.01,0.01,0,0.01
936,Chris Führich,de GER,FWMF,Stuttgart,de Bundesliga,23,1998,25,21,1714,19,3,2,5,3,0,0,3,0,3.2,3.2,4.2,7.4,61,69,102,0.16,0.11,0.26,0.16,0.26,0.17,0.22,0.39,0.17,0.39
937,Angelo Fulgini,fr FRA,MFFW,Angers,fr Ligue 1,24,1996,36,35,2929,32.5,5,4,9,5,0,0,6,0,5.8,5.8,4,9.7,75,147,189,0.15,0.12,0.28,0.15,0.28,0.18,0.12,0.3,0.18,0.3
938,Marius Funk,de GER,GK,Greuther Fürth,de Bundesliga,25,1996,8,8,720,8,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0.02,0.02,0,0.02
939,Stephan Fürstner,de GER,MF,Mainz 05,de Bundesliga,33,1987,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
940,Matteo Gabbia,it ITA,DF,Milan,it Serie A,21,1999,8,6,537,6,0,0,0,0,0,0,3,0,0.1,0.1,0.1,0.1,3,22,1,0,0,0,0,0,0.01,0.01,0.02,0.01,0.02
941,Manolo Gabbiadini,it ITA,FWMF,Sampdoria,it Serie A,29,1991,18,15,1140,12.7,6,2,8,6,0,0,3,0,3.9,3.9,2,5.9,13,29,57,0.47,0.16,0.63,0.47,0.63,0.31,0.16,0.46,0.31,0.46
942,Mijat Gaćinović,rs SRB,FWMF,Hoffenheim,de Bundesliga,26,1995,4,1,110,1.2,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,1,2,2,0,0,0,0,0,0.11,0,0.11,0.11,0.11
943,Gianluca Gaetano,it ITA,MF,Napoli,it Serie A,21,2000,2,0,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
944,Luca Gagliano,it ITA,FWDF,Cagliari,it Serie A,21,2000,2,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
945,Roberto Gagliardini,it ITA,MF,Inter,it Serie A,27,1994,18,6,649,7.2,2,2,4,2,0,0,2,0,0.9,0.9,1.5,2.4,8,33,31,0.28,0.28,0.55,0.28,0.55,0.13,0.21,0.34,0.13,0.34
946,Riccardo Gagliolo,se SWE,DF,Salernitana,it Serie A,31,1990,17,12,1138,12.6,0,1,1,0,0,0,2,0,0.5,0.5,0.6,1.1,10,46,8,0,0.08,0.08,0,0.08,0.04,0.05,0.09,0.04,0.09
947,Javi Galán,es ESP,DF,Celta Vigo,es La Liga,26,1994,37,37,3298,36.6,0,3,3,0,0,0,8,0,0.5,0.4,2.4,2.8,123,104,233,0,0.08,0.08,0,0.08,0.01,0.06,0.08,0.01,0.08
948,Iñigo Ruiz de Galarreta,es ESP,MF,Mallorca,es La Liga,27,1993,22,17,1378,15.3,0,0,0,0,0,0,4,0,0.4,0.4,0.6,1,14,105,16,0,0,0,0,0,0.03,0.04,0.06,0.03,0.06
949,Nicolas Galazzi,it ITA,MF,Venezia,it Serie A,20,2000,1,0,16,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
950,Pablo Galdames Millán,cl CHI,MF,Genoa,it Serie A,24,1996,19,11,1028,11.4,0,0,0,0,0,0,2,0,0.5,0.5,1,1.5,4,45,22,0,0,0,0,0,0.04,0.09,0.13,0.04,0.13
951,Thiago Galhardo,br BRA,FWMF,Celta Vigo,es La Liga,32,1989,31,9,1148,12.8,2,2,4,2,0,0,5,0,3.4,3.4,1.9,5.3,14,23,61,0.16,0.16,0.31,0.16,0.31,0.27,0.15,0.41,0.27,0.41
952,Conor Gallagher,eng ENG,MF,Crystal Palace,eng Premier League,21,2000,34,33,2845,31.6,8,3,11,8,0,0,10,0,6.3,6.3,3.1,9.4,42,94,118,0.25,0.09,0.35,0.25,0.35,0.2,0.1,0.3,0.2,0.3
953,Gauthier Gallon,fr FRA,GK,Troyes,fr Ligue 1,28,1993,31,31,2790,31,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
954,Cristian Gamboa,cr CRC,DF,Bochum,de Bundesliga,31,1989,23,20,1722,19.1,1,0,1,1,0,0,6,0,0.1,0.1,0.9,1,34,74,19,0.05,0,0.05,0.05,0.05,0,0.05,0.05,0,0.05
955,Kévin Gameiro,fr FRA,FW,Strasbourg,fr Ligue 1,34,1987,35,28,2385,26.5,11,3,14,10,1,3,0,0,13.3,10.9,3,13.9,69,62,225,0.42,0.11,0.53,0.38,0.49,0.5,0.11,0.62,0.41,0.53
956,Idrissa Gana Gueye,sn SEN,MF,Paris S-G,fr Ligue 1,31,1989,26,18,1641,18.2,3,1,4,3,0,0,4,0,1.4,1.4,1.7,3.1,28,132,35,0.16,0.05,0.22,0.16,0.22,0.08,0.09,0.17,0.08,0.17
957,Ignatius Ganago,cm CMR,FW,Lens,fr Ligue 1,22,1999,28,11,1024,11.4,5,1,6,5,0,0,2,0,4.2,4.2,1.1,5.3,11,14,77,0.44,0.09,0.53,0.44,0.53,0.37,0.1,0.47,0.37,0.47
958,Silvère Ganvoula M'Boussy,cg CGO,FW,Bochum,de Bundesliga,25,1996,9,0,153,1.7,0,0,0,0,0,0,0,0,0.8,0.8,0,0.8,3,7,9,0,0,0,0,0,0.47,0,0.47,0.47,0.47
959,Álvaro García,es ESP,FWMF,Rayo Vallecano,es La Liga,28,1992,36,34,2998,33.3,7,4,11,7,0,0,6,0,5.3,5.3,4.7,9.9,124,86,293,0.21,0.12,0.33,0.21,0.33,0.16,0.14,0.3,0.16,0.3
960,Dani García,es ESP,MF,Athletic Club,es La Liga,31,1990,32,27,2177,24.2,0,0,0,0,0,0,9,0,0.6,0.6,0.6,1.1,10,115,7,0,0,0,0,0,0.02,0.02,0.05,0.02,0.05
961,David García,es ESP,DF,Osasuna,es La Liga,27,1994,35,35,3105,34.5,4,0,4,4,0,0,8,0,1.2,1.2,0.5,1.6,7,117,2,0.12,0,0.12,0.12,0.12,0.03,0.01,0.05,0.03,0.05
962,Eric García,es ESP,DF,Barcelona,es La Liga,20,2001,26,23,2039,22.7,0,0,0,0,0,0,5,1,0.2,0.2,0.1,0.3,36,137,3,0,0,0,0,0,0.01,0,0.01,0.01,0.01
963,Francisco Garcia,es ESP,DF,Rayo Vallecano,es La Liga,21,1999,34,34,3025,33.6,1,0,1,1,0,0,4,0,0.9,0.9,1.7,2.6,140,133,141,0.03,0,0.03,0.03,0.03,0.03,0.05,0.08,0.03,0.08
964,Joan García,es ESP,GK,Espanyol,es La Liga,20,2001,2,1,108,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
965,Manu García,es ESP,MF,Alavés,es La Liga,23,1998,24,10,1077,12,0,1,1,0,0,0,3,0,0.3,0.3,1.1,1.4,23,79,30,0,0.08,0.08,0,0.08,0.03,0.09,0.12,0.03,0.12
966,Raúl García,es ESP,FW,Athletic Club,es La Liga,35,1986,35,24,1802,20,6,2,8,6,0,1,3,0,6.1,5.3,2.7,8,12,87,113,0.3,0.1,0.4,0.3,0.4,0.3,0.13,0.44,0.26,0.4
967,Rubén García,es ESP,MFFW,Osasuna,es La Liga,28,1993,37,30,2375,26.4,1,6,7,1,0,2,1,0,3.1,1.6,3.4,4.9,39,96,199,0.04,0.23,0.27,0.04,0.27,0.12,0.13,0.25,0.06,0.19
968,Saúl García,es ESP,MF,Alavés,es La Liga,26,1994,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
969,Unai García,es ESP,DF,Osasuna,es La Liga,29,1992,18,15,1408,15.6,0,0,0,0,0,0,5,0,0.3,0.3,0.1,0.4,12,37,5,0,0,0,0,0,0.02,0.01,0.03,0.02,0.03
970,Alejandro Garnacho,es ESP,FWMF,Manchester Utd,eng Premier League,17,2004,2,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
971,Mario Gaspar,es ESP,DF,Villarreal,es La Liga,30,1990,12,7,623,6.9,0,0,0,0,0,0,1,0,0.3,0.3,0.6,0.9,6,22,22,0,0,0,0,0,0.05,0.08,0.13,0.05,0.13
972,Djeidi Gassama,fr FRA,FW,Paris S-G,fr Ligue 1,17,2003,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
973,Johan Gastien,fr FRA,MF,Clermont Foot,fr Ligue 1,33,1988,32,32,2746,30.5,0,1,1,0,0,0,8,2,0.8,0.8,1.8,2.6,17,227,32,0,0.03,0.03,0,0.03,0.03,0.06,0.09,0.03,0.09
974,Gavi,es ESP,MFFW,Barcelona,es La Liga,16,2004,34,28,2316,25.7,2,5,7,2,0,0,11,1,3.6,3.6,3.2,6.8,72,115,160,0.08,0.19,0.27,0.08,0.27,0.14,0.12,0.26,0.14,0.26
975,Dwight Gayle,eng ENG,FWDF,Newcastle Utd,eng Premier League,30,1990,8,0,38,0.4,0,0,0,0,0,0,1,0,0.6,0.6,0.3,0.9,0,0,4,0,0,0,0,0,1.31,0.71,2.02,1.31,2.02
976,Jean-Philippe Gbamin,ci CIV,MF,Everton,eng Premier League,25,1995,3,1,67,0.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
977,David de Gea,es ESP,GK,Manchester Utd,eng Premier League,30,1990,38,38,3420,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
978,Linus Gechter,de GER,DF,Hertha BSC,de Bundesliga,17,2004,13,6,716,8,1,0,1,1,0,0,0,0,0.5,0.5,0.2,0.8,7,28,2,0.13,0,0.13,0.13,0.13,0.07,0.03,0.1,0.07,0.1
979,Dennis Geiger,de GER,MF,Hoffenheim,de Bundesliga,23,1998,20,17,1377,15.3,2,2,4,2,0,0,6,0,0.9,0.9,2.2,3.2,16,85,22,0.13,0.13,0.26,0.13,0.26,0.06,0.15,0.21,0.06,0.21
980,Joe Gelhardt,eng ENG,FWMF,Leeds United,eng Premier League,19,2002,20,5,746,8.3,2,2,4,2,0,0,4,0,3,3,1.6,4.6,17,15,55,0.24,0.24,0.48,0.24,0.48,0.36,0.2,0.56,0.36,0.56
981,Luca Gemello,it ITA,GK,Torino,it Serie A,21,2000,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
982,Yannick Gerhardt,de GER,MFDF,Wolfsburg,de Bundesliga,27,1994,27,17,1574,17.5,1,3,4,1,0,0,2,0,2.2,2.2,1.5,3.7,42,90,79,0.06,0.17,0.23,0.06,0.23,0.12,0.09,0.21,0.12,0.21
983,Valère Germain,fr FRA,FW,Montpellier,fr Ligue 1,31,1990,34,22,1970,21.9,4,3,7,4,0,0,3,0,4.4,4.4,2.9,7.3,9,36,95,0.18,0.14,0.32,0.18,0.32,0.2,0.13,0.33,0.2,0.33
984,Gerson,br BRA,MFFW,Marseille,fr Ligue 1,24,1997,35,29,2544,28.3,9,4,13,9,0,0,3,0,4.9,4.9,3.1,8.1,61,94,172,0.32,0.14,0.46,0.32,0.46,0.17,0.11,0.29,0.17,0.29
985,Willem Geubbels,fr FRA,FWMF,Nantes,fr Ligue 1,19,2001,22,4,544,6,2,1,3,2,0,0,1,0,1.8,1.8,1.2,3,15,5,36,0.33,0.17,0.5,0.33,0.5,0.3,0.2,0.5,0.3,0.5
986,Hamadi Al Ghaddioui,ma MAR,FW,Stuttgart,de Bundesliga,30,1990,10,7,498,5.5,2,2,4,2,0,0,2,0,1.7,1.7,1,2.7,3,5,29,0.36,0.36,0.72,0.36,0.72,0.31,0.18,0.49,0.31,0.49
987,Ismaël Gharbi,es ESP,FW,Paris S-G,fr Ligue 1,17,2004,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
988,Anwar El Ghazi,nl NED,FWMF,Aston Villa,eng Premier League,26,1995,9,4,386,4.3,1,1,2,0,1,1,2,0,1.1,0.3,0.4,0.7,13,5,38,0.23,0.23,0.47,0,0.23,0.25,0.1,0.35,0.06,0.16
989,Anwar El Ghazi,nl NED,FWMF,Everton,eng Premier League,26,1995,2,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0
990,Lamine Ghezali,fr FRA,DF,Saint-Étienne,fr Ligue 1,22,1999,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.32,3.32,0,3.32
991,Paolo Ghiglione,it ITA,DF,Genoa,it Serie A,24,1997,13,6,603,6.7,0,1,1,0,0,0,3,0,0.6,0.6,1,1.6,13,20,32,0,0.15,0.15,0,0.15,0.09,0.15,0.24,0.09,0.24
992,Saman Ghoddos,ir IRN,MFDF,Brentford,eng Premier League,27,1993,17,4,536,6,1,1,2,1,0,0,2,0,0.5,0.5,1.2,1.7,7,25,40,0.17,0.17,0.34,0.17,0.34,0.08,0.2,0.28,0.08,0.28
993,Faouzi Ghoulam,dz ALG,DF,Napoli,it Serie A,30,1991,14,3,332,3.7,0,0,0,0,0,0,1,0,0.1,0.1,0.4,0.5,10,19,19,0,0,0,0,0,0.03,0.1,0.13,0.03,0.13
994,Dimitris Giannoulis,gr GRE,DF,Norwich City,eng Premier League,25,1995,18,14,1169,13,0,1,1,0,0,0,2,0,0.1,0.1,0.6,0.7,33,40,58,0,0.08,0.08,0,0.08,0.01,0.05,0.06,0.01,0.06
995,Morgan Gibbs-White,eng ENG,DFFW,Wolves,eng Premier League,21,2000,2,0,9,0.1,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,0,2,2,0,0,0,0,0,1.4,0,1.4,1.4,1.4
996,Ben Gibson,eng ENG,DF,Norwich City,eng Premier League,28,1993,28,28,2494,27.7,0,0,0,0,0,0,5,1,1.4,1.4,0.2,1.5,11,68,0,0,0,0,0,0,0.05,0.01,0.05,0.05,0.05
997,Niko Gießelmann,de GER,DFFW,Union Berlin,de Bundesliga,29,1991,28,25,2083,23.1,3,6,9,3,0,0,3,0,3.4,3.4,1.6,5,19,80,81,0.13,0.26,0.39,0.13,0.39,0.14,0.07,0.22,0.14,0.22
998,Rafał Gikiewicz,pl POL,GK,Augsburg,de Bundesliga,33,1987,34,34,3060,34,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
999,Óscar Gil,es ESP,DF,Espanyol,es La Liga,24,1997,22,20,1688,18.8,0,2,2,0,0,0,7,0,0.2,0.2,2,2.2,23,30,75,0,0.11,0.11,0,0.11,0.01,0.11,0.12,0.01,0.12
1000,Mario Gila,es ESP,DF,Real Madrid,es La Liga,20,2000,2,0,25,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1001,Billy Gilmour,sct SCO,MF,Norwich City,eng Premier League,20,2001,24,21,1855,20.6,0,1,1,0,0,0,2,0,0.9,0.9,1.4,2.3,30,112,17,0,0.05,0.05,0,0.05,0.04,0.07,0.11,0.04,0.11
1002,Daniel Ginczek,de GER,MFFW,Wolfsburg,de Bundesliga,30,1991,2,0,13,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,1,0,0,0,0,0,0.82,0,0.82,0.82,0.82
1003,Matthias Ginter,de GER,DF,M'Gladbach,de Bundesliga,27,1994,28,27,2355,26.2,1,0,1,1,0,0,2,0,2,2,1.8,3.9,36,125,40,0.04,0,0.04,0.04,0.04,0.08,0.07,0.15,0.08,0.15
1004,Nicholas Gioacchini,us USA,FWMF,Montpellier,fr Ligue 1,21,2000,28,3,497,5.5,0,2,2,0,0,0,0,0,1.4,1.4,0.8,2.3,8,9,38,0,0.36,0.36,0,0.36,0.26,0.15,0.41,0.26,0.41
1005,Sebastian Giovinco,it ITA,MF,Sampdoria,it Serie A,34,1987,2,0,39,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0.08,0,0.08,0.08,0.08
1006,Jimmy Giraudon,fr FRA,DF,Troyes,fr Ligue 1,29,1992,19,18,1619,18,0,0,0,0,0,0,5,1,0,0,0.3,0.3,2,34,0,0,0,0,0,0,0,0.02,0.02,0,0.02
1007,Andrei Girotto,br BRA,DFMF,Nantes,fr Ligue 1,29,1992,36,36,3146,35,6,1,7,6,0,0,8,0,2.9,2.9,1.2,4.1,9,108,15,0.17,0.03,0.2,0.17,0.2,0.08,0.03,0.12,0.08,0.12
1008,Olivier Giroud,fr FRA,FW,Milan,it Serie A,34,1986,29,22,1892,21,11,3,14,9,2,2,4,0,9.8,8.3,2.3,10.6,8,23,102,0.52,0.14,0.67,0.43,0.57,0.47,0.11,0.58,0.39,0.5
1009,Serge Gnabry,de GER,FWDF,Bayern Munich,de Bundesliga,26,1995,34,25,2185,24.3,14,5,19,14,0,0,0,0,8.5,8.5,8.4,16.9,100,127,313,0.58,0.21,0.78,0.58,0.78,0.35,0.35,0.7,0.35,0.7
1010,Ben Godfrey,eng ENG,DF,Everton,eng Premier League,23,1998,23,23,2029,22.5,0,0,0,0,0,0,6,0,1.4,1.4,0.8,2.2,23,67,26,0,0,0,0,0,0.06,0.03,0.1,0.06,0.1
1011,Diego Godín,uy URU,DF,Cagliari,it Serie A,35,1986,11,9,818,9.1,0,1,1,0,0,0,3,0,0.4,0.4,0.1,0.5,4,22,1,0,0.11,0.11,0,0.11,0.04,0.02,0.06,0.04,0.06
1012,Edoardo Goldaniga,it ITA,DF,Cagliari,it Serie A,27,1993,11,11,934,10.4,0,0,0,0,0,0,3,0,0.3,0.3,0.2,0.5,3,35,12,0,0,0,0,0,0.03,0.02,0.05,0.03,0.05
1013,Edoardo Goldaniga,it ITA,DFMF,Sassuolo,it Serie A,27,1993,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1014,Aleksandr Golovin,ru RUS,FWMF,Monaco,fr Ligue 1,25,1996,27,17,1502,16.7,3,4,7,3,0,0,4,1,2.7,2.7,3.1,5.7,51,87,126,0.18,0.24,0.42,0.18,0.42,0.16,0.18,0.34,0.16,0.34
